Date,ECL_Open,ECL_High,ECL_Low,ECL_Close,ECL_Volume,GWW_Open,GWW_High,GWW_Low,GWW_Close,GWW_Volume,PGR_Open,PGR_High,PGR_Low,PGR_Close,PGR_Volume,IBM_Open,IBM_High,IBM_Low,IBM_Close,IBM_Volume,FITB_Open,FITB_High,FITB_Low,FITB_Close,FITB_Volume,CTSH_Open,CTSH_High,CTSH_Low,CTSH_Close,CTSH_Volume,PAYC_Open,PAYC_High,PAYC_Low,PAYC_Close,PAYC_Volume,DAL_Open,DAL_High,DAL_Low,DAL_Close,DAL_Volume,CTXS_Open,CTXS_High,CTXS_Low,CTXS_Close,CTXS_Volume,ALK_Open,ALK_High,ALK_Low,ALK_Close,ALK_Volume
2019-01-02,140.53198449440836,141.31432514282625,138.6389011052529,139.97178649902344,1429900.0,262.7856454093292,263.746735649889,258.7339295799424,260.6090087890625,789200.0,51.26058151562755,51.65835507493741,50.819575930740186,51.21734619140625,4153200.0,90.2453472341566,93.4439361341056,89.98752967314782,92.82355499267578,4434935.0,20.333546569609805,21.246229702778454,20.280892191928583,21.237455368041992,5951200.0,59.7209213984321,60.97267322317051,59.7209213984321,60.28468704223633,3045600.0,119.87999725341795,121.8000030517578,118.33000183105467,119.6999969482422,596900.0,47.6187157165603,48.49857407262184,47.26097208299986,48.43089294433594,5270700.0,96.70744977588446,98.57330701262195,96.70744977588446,98.30400848388672,1333500.0,58.31295188792504,60.23952651593432,57.709681944633566,59.860050201416016,1296400.0
2019-01-03,139.72064748732024,140.38709007988575,136.47537271231982,136.70716857910156,1238600.0,259.5066452351543,260.91059702344944,250.95094739436664,252.56222534179688,891300.0,50.983871773982926,51.45946694042634,50.240212318003415,50.35262680053711,3889200.0,92.27568648233296,92.55767965961688,90.79321302465551,90.97046661376952,4546648.0,21.149699450133102,21.49195545620113,21.00928664385633,21.219905853271484,5772700.0,59.58713910692292,60.17001580462284,58.29716519109312,58.38316345214844,3895700.0,117.87000274658205,119.54000091552734,115.02999877929688,116.5,728700.0,46.90322371742338,47.3189813181254,43.58683744017466,44.09928131103516,18694100.0,97.39032995422404,97.94815955603688,96.572814349752,96.89019775390624,1381500.0,58.67296327944536,58.67296327944536,55.734449544715936,56.55178451538086,2421400.0
2019-01-04,138.83208336710115,142.72448009115212,137.7213406314927,141.6620330810547,1238600.0,257.0567480077756,265.21668495671065,256.312358032066,263.0118103027344,529500.0,51.06169952441552,51.91777351065889,50.86281438185562,51.502708435058594,2717800.0,92.5818607844134,94.66054002215289,92.2031843669523,94.52357482910156,4683779.0,21.623590476441336,21.85176168635962,21.465625663893867,21.728900909423828,6154900.0,59.51070016595912,60.96311335264922,59.1953756092519,60.86756134033203,4885600.0,118.9499969482422,124.12999725341795,117.61000061035156,121.0199966430664,586200.0,44.83410904606216,47.2126305206265,44.70841762553849,46.20707702636719,11037000.0,98.1982256645045,99.37160428323132,97.65962852981112,98.71759033203124,1881900.0,57.35939746705456,59.01352839485335,57.08694997133183,58.38106536865234,2309900.0
2019-01-07,141.57512823598708,143.8352270043746,141.20809835917967,142.07737731933594,871400.0,262.95529764252257,266.57355597726047,257.89538927788624,261.1273193359375,658100.0,51.36434654421768,52.41930223336578,51.19140196117328,51.91776657104492,3065300.0,94.6685856814186,95.7401571998032,93.99986615802013,95.1922836303711,3923755.0,21.61481176768448,22.08870614613388,21.465622982674734,21.85175895690918,4732300.0,60.533119507822384,61.125553623970944,60.00757617162487,60.772003173828125,3940400.0,122.08999633789062,124.87000274658205,121.96099853515624,124.11000061035156,634800.0,46.41012022873834,46.83554500303092,45.56893783232905,46.26508712768555,9375500.0,99.06382341857577,99.7082174020628,98.57331117035602,99.1119155883789,1508600.0,58.67296911309841,59.20812812896201,57.962666606695,58.497825622558594,1552300.0
2019-01-08,143.03355644634922,143.98010557321376,142.1353177862405,143.80624389648438,1092400.0,261.45713032096893,264.5571309689101,254.7953754083617,262.8705139160156,865200.0,52.51442337036133,53.07649245612916,51.84858885135641,52.51442337036133,2822600.0,96.40887984978156,97.14205700209232,95.86101269226822,96.54584503173828,4982726.0,22.03605532263961,22.062381676448023,21.535834514048464,21.96584892272949,4427900.0,61.412204180676575,61.5650932125788,60.61911237559715,61.4599838256836,3427500.0,126.16000366210938,128.05999755859375,123.36299896240234,127.13999938964844,488100.0,46.87421528394779,47.057920659692535,45.3948940619569,45.89767074584961,8231400.0,99.52548438264677,100.5161214535547,99.3427429408088,99.88134002685548,1643800.0,59.38327098210315,59.64598621509298,58.614589794949296,59.01352691650391,1128000.0
2019-01-09,144.42437914086477,145.08116857818789,142.85002987905386,143.63238525390625,902700.0,260.0720110473096,266.6583693427882,257.7257747457353,263.8410339355469,606700.0,53.16296257228851,53.68179633060407,52.912193087368166,53.0073127746582,4301700.0,97.4159926091179,97.81078178548108,96.57807587382612,97.23873901367188,3800850.0,21.94829607579627,22.176467285354413,21.84298564298,21.9833984375,6293000.0,61.74664960065076,61.91864612338826,61.13510438365341,61.40265655517578,2783000.0,128.1199951171875,129.7480010986328,126.98999786376952,128.47000122070312,410100.0,45.53992677183746,47.10627090855875,45.36588853442398,46.86455154418945,8095300.0,100.07370661678648,101.54523611676386,99.6024268039534,100.81427764892578,2587100.0,58.95514841246447,60.93037335072447,58.78973345701272,60.50224685668945,1345900.0
2019-01-10,142.5409889202737,144.6272408124572,142.5409889202737,144.52099609375,957200.0,262.9929466493312,268.1376829279357,260.44887378316656,268.0622863769531,413800.0,52.903548238833295,53.60397234003745,52.52307278187012,53.58667755126953,2039600.0,96.74727361142904,98.18140241311642,96.64253401197293,98.12500762939452,4089860.0,21.89564222102372,22.00095098251108,21.62359096050077,21.869314193725582,5025400.0,60.81022969713901,61.96642584682154,60.6764554180122,61.92820358276367,3314000.0,127.0999984741211,129.4499969482422,126.81999969482422,128.61000061035156,302900.0,45.13383830406018,47.28997451013177,44.3023231319256,47.11593627929688,11880200.0,100.64114260694416,101.81452102389372,100.41031635145988,101.80490112304688,2374300.0,59.74328803284546,61.77689516642382,57.86536358219219,61.68932342529297,1694100.0
2019-01-11,143.6420448058748,144.54995142030342,143.30398945359633,144.46302795410156,703900.0,267.7136545822627,268.7689762459593,265.1507182181314,268.0717163085937,287200.0,53.240791103339774,53.44832528055328,52.6095461248376,53.33591079711914,1773900.0,97.95579115395834,97.9880167383188,96.84393776698128,97.8591079711914,3893630.0,21.75522860717375,22.053604536098582,21.623590149472985,21.99217414855957,4185300.0,61.89953947044454,62.29131221425442,61.70843543795045,62.0333137512207,3320600.0,127.87999725341795,128.92999267578125,127.04000091552734,127.3000030517578,276200.0,46.62282634687057,47.05791819762543,46.0136925921317,46.95156478881836,6577900.0,101.21820892354025,102.3435024786714,101.15088429527036,102.08381652832033,1300600.0,61.30011931783173,62.63315633102595,61.00821473010046,62.40935897827149,1370200.0
2019-01-14,143.72899031463703,145.2840186455841,143.25573043421116,143.68069458007812,1241400.0,266.2814287269311,268.5805346086092,264.90574365194595,264.9716796875,408700.0,53.01596832908084,53.5780341796452,52.86031851233526,53.24944305419922,2112900.0,97.09371535827536,97.20651134486698,96.48944701102188,96.99703216552734,5469220.0,21.83420708270185,22.308101464220368,21.73767434390732,22.264223098754883,4450600.0,61.59377496853205,62.12887214657808,61.47910816317121,61.7562141418457,4407500.0,125.68000030517578,126.13999938964844,123.7300033569336,124.56999969482422,499200.0,45.9943615687927,46.31343290857125,44.863116684148494,46.168399810791016,10095100.0,100.9874034377764,102.50702517439682,100.96817097053116,101.94918823242188,2091100.0,61.67959234425667,63.22669437095134,60.94982905819255,62.62342071533203,1986000.0
2019-01-15,142.9466323771918,144.96526709463862,142.9466323771918,144.90731811523438,588500.0,270.417855239127,278.2574266971826,266.36616871312856,276.2881164550781,692400.0,53.15432411436914,53.78556913634422,53.137029323523294,53.63856506347656,1821200.0,97.45626381172724,98.23778568088936,97.3434678352016,98.07664489746094,3668845.0,22.18524516124925,22.360760332243512,21.790333097269965,22.34320831298828,5453400.0,61.95686636549672,63.30417378995938,61.77531973004343,63.05573272705078,3550900.0,125.2300033569336,131.0,125.2300033569336,130.77000427246094,564900.0,46.38111268076466,47.65739062586077,45.29820727592661,46.245750427246094,11569500.0,102.02612291064024,103.79580323948991,101.72796466340527,103.31491088867188,2283800.0,63.06127620799324,64.0245690980355,62.15637314106273,62.54557800292969,1308200.0
